COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Isaac KIMELI,BEL,28.0,16.71,33.95,51.62,1:09.31,1:26.26,1:42.99,1:59.48,2:16.19,2:32.46,2:49.09,3:05.66,3:22.03,3:37.96,3:54.23,4:10.44,4:26.36,4:42.46,4:57.96,5:13.62,5:28.89,5:44.09,5:59.17,6:14.11,6:29.16,6:44.28,6:59.00,7:13.39,7:27.87,7:41.58,7:55.75
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Maximilian THORWIRTH,GER,27.0,16.27,33.77,51.72,1:09.44,1:26.42,1:43.17,1:59.51,2:16.11,2:32.53,2:49.02,3:05.51,3:22.03,3:38.18,3:54.30,4:10.44,4:26.50,4:42.28,4:57.79,5:13.47,5:28.91,5:44.12,5:59.48,6:14.22,6:29.27,6:44.26,6:59.18,7:13.63,7:28.04,7:41.49,7:56.20
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Ossama MESLEK,ITA,25.0,16.60,34.05,51.86,1:09.36,1:26.02,1:42.77,1:59.24,2:15.95,2:32.48,2:48.98,3:05.38,3:21.79,3:37.92,3:54.11,4:10.25,4:26.23,4:42.05,4:57.66,5:13.30,5:28.80,5:44.14,5:59.21,6:14.36,6:29.18,6:44.28,6:59.17,7:13.85,7:28.22,7:42.33,7:57.24
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Berihu AREGAWI,ETH,21.0,17.06,34.73,52.54,1:09.93,1:27.07,1:43.46,1:59.87,2:16.49,2:33.52,2:49.54,3:06.87,3:22.58,3:38.64,3:54.76,4:10.78,4:26.77,4:42.73,4:58.06,5:13.70,5:29.15,5:44.68,5:59.63,6:14.66,6:29.10,6:44.39,6:59.29,7:13.98,7:28.53,7:42.64,7:58.59
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Jordan GUSMAN,MLT,28.0,16.87,34.49,52.04,1:09.11,1:25.74,1:42.36,1:59.03,2:15.46,2:32.03,2:48.77,3:05.29,3:21.68,3:38.08,3:54.27,4:10.52,4:26.49,4:42.11,4:57.59,5:13.27,5:28.54,5:43.84,5:59.02,6:13.95,6:28.97,6:44.04,6:59.34,7:15.23,7:31.39,7:46.98,8:02.13
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Mohamed AL GARNI,QAT,30.0,17.19,34.89,52.79,1:10.22,1:27.10,1:43.69,2:00.14,2:16.72,2:33.19,2:49.72,3:06.20,3:22.70,3:38.90,3:55.05,4:11.05,4:26.93,4:42.79,4:58.29,5:13.91,5:29.22,5:44.28,5:59.56,6:14.21,6:29.04,6:44.00,6:58.78,7:13.52,7:29.42,7:45.33,8:02.86
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Darragh MCELHINNEY,IRL,21.0,16.58,34.16,52.10,1:09.59,1:26.62,1:43.33,1:59.72,2:16.31,2:32.70,2:49.23,3:05.71,3:22.20,3:38.16,3:54.13,4:10.25,4:26.19,4:42.03,4:57.52,5:13.23,5:28.62,5:43.89,5:59.39,6:15.94,6:29.40,6:45.06,7:00.29,7:15.96,7:31.68,7:48.60,8:06.31
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Adriaan WILDSCHUTT,RSA,24.0,16.44,34.00,51.98,1:09.35,1:26.23,1:42.93,1:59.33,2:15.85,2:32.31,2:48.84,3:05.26,3:21.58,3:37.97,3:54.52,4:10.37,4:26.39,4:42.30,4:57.75,5:13.64,5:29.01,5:44.56,5:59.95,6:15.13,6:30.93,6:47.00,7:03.27,7:19.91,7:36.45,7:52.96,8:09.24
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Lemlem HAILU,ETH,21.0,17.68,36.35,54.35,1:12.16,1:30.91,1:49.84,2:09.23,2:28.38,2:45.81,3:03.72,3:22.40,3:40.46,3:58.51,4:15.97,4:33.44,4:50.26,5:07.88,5:24.97,5:42.30,5:59.59,6:16.90,6:34.20,6:51.22,7:07.92,7:24.38,7:41.15,7:57.06,8:12.19,8:26.93,8:41.82
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Elinor PURRIER ST. PIERRE,USA,27.0,16.55,34.56,52.71,1:11.39,1:30.39,1:49.45,2:08.59,2:27.94,2:46.02,3:04.01,3:22.57,3:40.53,3:58.05,4:16.15,4:33.26,4:50.50,5:07.48,5:24.83,5:42.14,5:59.48,6:16.93,6:34.16,6:51.26,7:08.18,7:24.79,7:41.30,7:57.25,8:12.60,8:27.01,8:42.04
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Ejgayehu TAYE,ETH,22.0,17.27,34.92,53.19,1:11.85,1:30.82,1:49.94,2:09.23,2:28.13,2:45.66,3:03.61,3:22.18,3:39.96,3:57.61,4:15.79,4:33.09,4:49.88,5:07.24,5:24.63,5:41.94,5:59.09,6:16.61,6:33.81,6:50.90,7:08.06,7:24.49,7:41.24,7:57.18,8:12.58,8:27.20,8:42.23
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Gabriela DEBUES-STAFFORD,CAN,27.0,16.62,34.31,52.46,1:11.22,1:30.18,1:49.26,2:08.47,2:27.71,2:45.88,3:03.90,3:22.34,3:40.27,3:57.93,4:16.23,4:33.67,4:50.76,5:07.78,5:25.27,5:42.62,5:59.75,6:17.17,6:34.44,6:51.46,7:08.39,7:24.62,7:41.43,7:57.44,8:12.55,8:27.50,8:42.89
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Dawit SEYAUM,ETH,26.0,16.74,34.74,52.91,1:11.50,1:30.53,1:49.55,2:08.77,2:27.97,2:45.41,3:03.31,3:21.99,3:40.15,3:57.79,4:15.98,4:33.27,4:50.36,5:07.64,5:25.13,5:42.37,5:59.68,6:17.07,6:34.34,6:51.37,7:08.09,7:24.62,7:41.57,7:57.35,8:12.28,8:27.37,8:44.55
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Jessica HULL,AUS,25.0,17.57,35.50,53.56,1:12.29,1:31.23,1:50.16,2:09.14,2:28.50,2:46.20,3:04.18,3:22.82,3:40.69,3:57.91,4:16.10,4:33.70,4:50.76,5:08.08,5:25.43,5:42.71,6:00.03,6:17.49,6:34.68,6:51.81,7:08.79,7:25.21,7:41.79,7:58.21,8:14.16,8:29.50,8:44.97
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Alicia MONSON,USA,24.0,17.41,35.24,53.32,1:12.01,1:31.04,1:50.01,2:08.94,2:28.27,2:45.85,3:04.02,3:22.56,3:40.47,3:57.74,4:15.90,4:33.56,4:50.59,5:07.92,5:25.28,5:42.65,5:59.88,6:17.36,6:34.54,6:51.57,7:08.56,7:25.46,7:41.76,7:58.26,8:14.59,8:30.93,8:46.39
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Rahel DANIEL,ERI,20.0,17.30,35.90,54.04,1:12.73,1:31.72,1:50.91,2:10.41,2:29.54,2:47.12,3:05.04,3:23.12,3:41.05,3:58.84,4:16.68,4:36.16,4:51.48,5:08.52,5:25.94,5:43.39,6:00.70,6:17.90,6:34.86,6:51.87,7:08.74,7:25.20,7:42.12,7:58.35,8:14.27,8:30.06,8:46.53
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Laura GALVÁN,MEX,30.0,18.13,36.22,54.58,1:13.26,1:31.83,1:50.78,2:10.09,2:29.21,2:47.14,3:05.38,3:22.62,3:40.29,3:58.07,4:16.44,4:34.11,4:51.61,5:10.13,5:26.09,5:43.64,6:00.45,6:18.16,6:35.40,6:53.69,7:09.76,7:25.98,7:42.80,7:59.32,8:15.40,8:32.07,8:46.65
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Beatrice CHEBET,KEN,22.0,16.44,34.46,52.61,1:11.32,1:30.31,1:49.38,2:08.57,2:27.90,2:45.78,3:03.59,3:22.27,3:40.13,3:57.46,4:15.69,4:33.19,4:50.16,5:07.47,5:24.80,5:42.06,5:59.36,6:16.77,6:34.04,6:51.10,7:08.26,7:24.82,7:41.63,7:58.09,8:14.41,8:30.84,8:47.50
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Hanna KLEIN,GER,29.0,17.17,35.78,54.02,1:12.94,1:31.71,1:50.60,2:09.84,2:28.94,2:46.38,3:04.44,3:22.78,3:40.87,3:58.41,4:16.57,4:33.91,4:51.26,5:08.41,5:25.72,5:42.96,6:00.45,6:17.78,6:34.87,6:52.21,7:09.00,7:25.92,7:42.93,7:59.88,8:16.33,8:32.47,8:48.73
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Selamawit TEFERI,ISR,28.0,16.89,34.91,53.09,1:11.74,1:30.73,1:49.75,2:09.02,2:28.18,2:46.26,3:04.38,3:23.03,3:40.65,3:58.23,4:16.36,4:33.84,4:51.05,5:08.24,5:25.61,5:42.83,5:59.59,6:17.86,6:35.02,6:52.45,7:09.36,7:26.34,7:43.27,8:00.20,8:17.12,8:34.23,8:50.91
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Luiza GEGA,ALB,33.0,17.37,35.54,54.18,1:13.07,1:31.51,1:50.43,2:09.64,2:28.79,2:46.59,3:04.56,3:22.91,3:41.13,3:58.92,4:16.81,4:34.72,4:52.08,5:09.19,5:26.67,5:43.71,6:01.06,6:21.23,6:35.96,6:53.31,7:10.21,7:27.73,7:45.16,8:02.53,8:19.87,8:36.75,8:53.14
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Edinah JEBITOK,KEN,20.0,17.61,36.11,53.77,1:12.42,1:31.32,1:50.27,2:09.42,2:28.61,2:46.01,3:03.93,3:22.58,3:40.67,3:58.29,4:16.23,4:33.83,4:50.92,5:08.16,5:25.53,5:43.14,6:01.06,6:17.88,6:35.20,6:52.54,7:09.61,7:26.92,7:44.26,8:02.23,8:20.28,8:37.58,8:53.25
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Amy-Eloise MARKOVC,GBR,27.0,17.43,36.10,54.50,1:12.97,1:31.32,1:50.36,2:09.63,2:28.70,2:46.57,3:05.22,3:24.18,3:41.60,3:59.56,4:17.44,4:35.36,4:53.10,5:10.01,5:27.38,5:44.62,6:01.06,6:19.36,6:36.56,6:53.93,7:11.21,7:28.64,7:45.80,8:02.86,8:20.15,8:36.91,8:53.57
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Marta PÉREZ,ESP,29.0,17.23,35.94,54.30,1:12.75,1:31.64,1:50.70,2:09.97,2:29.06,2:46.90,3:05.06,3:23.14,3:41.38,3:59.11,4:17.03,4:34.94,4:52.56,5:09.83,5:27.15,5:44.49,5:59.09,6:19.40,6:36.83,6:54.39,7:11.78,7:29.16,7:46.69,8:04.39,8:21.97,8:39.77,8:57.81
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Meraf BAHTA,SWE,33.0,17.03,35.55,53.75,1:12.54,1:31.51,1:50.48,2:09.93,2:28.95,2:47.08,3:05.07,3:23.40,3:41.52,3:59.48,4:17.23,4:35.08,4:52.59,5:09.61,5:26.76,5:44.40,5:59.09,6:19.26,6:37.06,6:54.78,7:12.30,7:30.30,7:47.97,8:05.95,8:23.82,8:41.43,8:58.68
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Julie-Anne STAEHLI,CAN,28.0,16.93,35.05,53.23,1:11.94,1:30.87,1:50.04,2:09.47,2:28.34,2:46.31,3:04.69,3:23.37,3:41.34,3:59.43,4:17.24,4:35.13,4:53.05,5:10.56,5:27.82,5:45.49,6:00.45,6:20.19,6:37.75,6:55.35,7:13.16,7:31.13,7:49.09,8:07.14,8:24.74,8:41.99,8:58.73
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Selemon BAREGA,ETH,22.0,15.96,32.10,46.49,1:00.94,1:16.10,1:31.57,1:47.82,2:04.50,2:20.49,2:37.59,2:52.83,3:09.22,3:24.91,3:40.19,3:56.01,4:12.37,4:28.83,4:44.46,5:00.32,5:15.32,5:30.60,5:45.60,6:00.44,6:16.56,6:31.35,6:46.06,7:00.95,7:15.26,7:28.56,7:41.38
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Lamecha GIRMA,ETH,21.0,16.28,32.96,48.27,1:02.88,1:17.60,1:33.21,1:49.00,2:05.19,2:20.85,2:36.00,2:52.37,3:08.95,3:24.47,3:39.88,3:55.63,4:11.84,4:28.76,4:44.30,5:00.02,5:15.00,5:30.08,5:45.14,6:00.34,6:15.91,6:31.05,6:46.31,7:01.11,7:15.41,7:28.63,7:41.63
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Marc SCOTT,GBR,28.0,15.44,32.18,47.17,1:02.03,1:17.05,1:32.79,1:48.68,2:04.84,2:20.69,2:36.22,2:52.40,3:08.85,3:24.18,3:40.37,3:56.35,4:12.46,4:29.27,4:45.30,5:00.88,5:16.35,5:32.88,5:46.27,6:01.04,6:16.25,6:31.49,6:46.61,7:01.27,7:15.52,7:28.92,7:42.02
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Daniel Simiu EBENYO,KEN,27.0,15.76,32.15,46.72,1:01.18,1:16.23,1:31.85,1:47.94,2:04.30,2:19.68,2:35.65,2:52.01,3:08.43,3:23.63,3:39.52,3:55.49,4:11.60,4:28.30,4:44.21,5:00.13,5:15.21,5:30.18,5:45.38,6:00.48,6:15.82,6:30.99,6:46.18,7:01.07,7:15.41,7:28.68,7:42.97
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Jacob KROP,KEN,21.0,15.34,32.38,47.67,1:02.28,1:16.97,1:32.53,1:48.60,2:04.08,2:19.56,2:35.42,2:51.99,3:08.81,3:24.03,3:40.03,3:55.82,4:12.13,4:29.03,4:44.83,5:00.69,5:15.98,5:30.74,5:45.89,6:01.15,6:15.97,6:31.15,6:46.31,7:01.10,7:15.36,7:29.31,7:43.26
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Zouhair TALBI,MAR,27.0,15.74,32.68,48.70,1:03.15,1:18.35,1:33.72,1:49.54,2:05.73,2:22.82,2:37.00,2:52.64,3:08.16,3:23.34,3:39.29,3:55.57,4:11.74,4:28.60,4:44.52,5:00.52,5:15.73,5:30.77,5:46.15,6:01.35,6:16.55,6:31.66,6:47.93,7:02.71,7:15.79,7:29.36,7:43.45
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Adel MECHAAL,ESP,31.0,15.38,31.89,46.60,1:01.50,1:16.36,1:32.03,1:48.09,2:04.59,2:20.54,2:35.81,2:52.18,3:08.60,3:24.17,3:40.11,3:56.23,4:12.18,4:29.07,4:44.90,5:01.19,5:16.14,5:30.89,5:46.05,6:00.84,6:16.07,6:31.20,6:46.42,7:01.35,7:15.65,7:30.19,7:43.60
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Maximilian THORWIRTH,GER,27.0,15.40,32.46,47.49,1:02.34,1:17.40,1:33.00,1:48.79,2:05.00,2:20.88,2:36.82,2:52.71,3:09.08,3:24.47,3:40.50,3:56.50,4:12.62,4:29.18,4:45.09,5:01.02,5:16.46,5:32.20,5:46.66,6:01.83,6:17.36,6:33.19,6:47.73,7:03.29,7:18.12,7:32.55,7:45.87
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Dillon MAGGARD,USA,26.0,15.57,32.07,47.65,1:01.97,1:16.60,1:32.27,1:48.34,2:04.81,2:20.78,2:36.68,2:52.53,3:08.27,3:23.77,3:39.77,3:55.84,4:11.99,4:28.86,4:44.68,5:00.76,5:16.00,5:31.04,5:46.41,6:01.31,6:16.71,6:32.00,6:47.13,7:02.59,7:16.61,7:31.41,7:46.18
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,George BEAMISH,NZL,25.0,16.03,32.89,48.85,1:03.94,1:19.35,1:34.01,1:49.94,2:06.05,2:22.21,2:37.55,2:53.37,3:10.23,3:25.94,3:41.44,3:57.45,4:13.23,4:30.13,4:46.22,5:04.88,5:18.46,5:32.53,5:47.61,6:03.59,6:19.28,6:34.96,6:49.90,7:04.95,7:19.51,7:33.65,7:46.91
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Jonas RAESS,SUI,28.0,15.94,32.78,48.28,1:03.67,1:19.64,1:34.65,1:50.50,2:06.58,2:22.43,2:37.96,2:53.98,3:10.52,3:26.31,3:44.32,3:57.67,4:13.45,4:30.02,4:46.45,5:02.14,5:17.71,5:32.85,5:47.85,6:03.67,6:19.08,6:34.86,6:50.16,7:05.28,7:19.74,7:33.68,7:47.28
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Matthew RAMSDEN,AUS,25.0,16.16,33.11,48.71,1:03.30,1:18.42,1:33.50,1:49.33,2:05.54,2:21.70,2:36.79,2:52.90,3:09.41,3:25.30,3:40.63,3:56.62,4:12.70,4:29.39,4:45.14,5:01.55,5:17.05,5:32.42,5:47.95,6:03.88,6:19.39,6:34.60,6:50.30,7:05.77,7:20.72,7:35.47,7:49.82
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Michael SOMERS,BEL,27.0,15.59,32.56,49.04,1:03.70,1:19.33,1:34.38,1:50.16,2:06.34,2:22.15,2:37.80,2:53.61,3:10.27,3:26.75,3:41.56,3:57.43,4:13.69,4:30.25,4:46.68,5:02.99,5:17.93,5:33.90,5:48.87,6:05.14,6:20.14,6:36.02,6:51.86,7:07.63,7:22.75,7:37.38,7:51.65
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Baldvin MAGNUSSON,ISL,23.0,15.69,32.34,47.68,1:02.70,1:17.82,1:33.34,1:49.20,2:05.45,2:21.47,2:38.11,2:53.59,3:09.62,3:25.86,3:41.68,3:57.80,4:13.92,4:30.55,4:47.01,5:02.98,5:18.81,5:34.63,5:50.58,6:06.52,6:22.89,6:39.71,6:56.72,7:13.80,7:30.64,7:47.63,8:04.77
