COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M
outdoor,Oregon (USA),2022,20 July 2022,33,33,women,5000-metres,heats,2.0,Selamawit TEFERI,ISR,28.0,17.88,37.54,56.10,1:14.09,1:31.86,1:49.56,2:07.36,2:25.40,2:43.28,3:01.02,3:18.69,3:36.42,3:54.27,4:11.66,4:29.52,4:47.86,5:05.69,5:23.52,5:41.45,5:59.63,6:17.99,6:36.30,6:55.24,7:14.15,7:33.34,7:52.37,8:12.06,8:31.89,8:51.59,9:10.92,9:30.40,9:50.11,10:10.02,10:29.62,10:49.43,11:09.25,11:29.26,11:48.89,12:08.96,12:29.44,12:49.67,13:09.48,13:29.25,13:49.16,14:09.13,14:28.58,14:47.96,15:07.68,15:26.48,15:44.30
outdoor,Oregon (USA),2022,20 July 2022,33,33,women,5000-metres,heats,2.0,Rose DAVIES,AUS,23.0,18.01,37.61,56.28,1:14.23,1:32.08,1:49.73,2:07.67,2:25.50,2:43.56,3:01.11,3:19.01,3:36.64,3:54.62,4:11.66,4:29.91,4:47.94,5:06.07,5:24.27,5:42.58,6:01.08,6:19.36,6:37.86,6:56.90,7:15.78,7:34.85,7:53.62,8:12.87,8:32.02,8:51.17,9:10.41,9:29.78,9:49.62,10:09.58,10:29.38,10:49.33,11:09.73,11:29.82,11:49.85,12:10.02,12:30.84,12:51.42,13:11.65,13:31.80,13:52.19,14:12.14,14:31.76,14:51.60,15:10.44,15:29.03,15:45.95
outdoor,Oregon (USA),2022,20 July 2022,33,33,women,5000-metres,heats,2.0,Joselyn Daniely BREA,VEN,28.0,18.68,38.56,57.47,1:15.38,1:33.57,1:50.72,2:08.86,2:26.75,2:45.03,3:02.27,3:20.66,3:37.70,3:55.88,4:12.79,4:31.06,4:48.61,5:06.85,5:24.57,5:42.72,6:01.41,6:19.67,6:38.49,6:57.24,7:16.11,7:35.16,7:54.06,8:13.29,8:32.24,8:51.77,9:11.29,9:30.51,9:50.79,10:10.55,10:30.30,10:50.37,11:10.91,11:31.15,11:51.20,12:11.71,12:32.46,12:52.61,13:12.80,13:32.97,13:53.37,14:13.17,14:32.54,14:51.91,15:10.97,15:29.03,15:46.75
outdoor,Oregon (USA),2022,20 July 2022,33,33,women,5000-metres,heats,2.0,Parul CHAUDHARY,IND,27.0,18.49,38.34,57.19,1:14.89,1:32.65,1:50.23,2:08.13,2:26.14,2:44.18,3:01.86,3:20.17,3:37.98,3:56.44,4:14.38,4:33.14,4:52.08,5:11.08,5:30.20,5:49.48,6:08.73,6:27.89,6:47.37,7:06.73,7:26.02,7:45.26,8:04.46,8:23.66,8:43.49,9:02.86,9:22.25,9:41.78,10:01.83,10:21.41,10:41.02,11:00.84,11:20.98,11:40.88,12:00.74,12:20.45,12:40.52,13:00.48,13:20.20,13:39.63,13:59.48,14:18.89,14:38.15,14:57.30,15:16.81,15:35.72,15:54.03
outdoor,Oregon (USA),2022,20 July 2022,33,33,women,5000-metres,heats,2.0,Sara BENFARES,GER,21.0,18.21,37.01,55.31,1:13.37,1:31.15,1:48.79,2:06.79,2:24.73,2:42.52,3:00.14,3:18.00,3:36.00,3:53.89,4:12.01,4:30.43,4:49.10,5:08.21,5:27.64,5:48.04,6:08.39,6:28.93,6:49.36,7:10.31,7:31.07,7:52.08,8:12.83,8:34.17,8:55.29,9:16.36,9:37.10,9:58.44,10:19.69,10:40.88,11:01.66,11:22.94,11:43.89,12:05.49,12:26.37,12:47.84,13:09.09,13:30.68,13:51.45,14:11.97,14:32.77,14:53.72,15:14.34,15:35.25,15:55.55,16:15.54,16:34.23
outdoor,Oregon (USA),2022,20 July 2022,33,33,women,5000-metres,heats,2.0,Gracelyn LARKIN,CAN,,18.19,37.87,56.78,1:15.14,1:33.60,1:51.49,2:09.40,2:27.42,2:45.65,3:04.08,3:23.10,3:42.22,4:01.77,4:21.18,4:40.92,5:00.97,5:20.78,5:40.75,6:00.96,6:20.97,6:41.11,7:01.62,7:22.23,7:42.80,8:03.65,8:24.22,8:45.03,9:05.69,9:26.36,9:47.17,10:08.26,10:29.51,10:50.38,11:11.26,11:32.66,11:53.85,12:15.08,12:36.47,12:58.04,13:19.20,13:40.55,14:01.88,14:23.34,14:44.38,15:05.23,15:26.45,15:47.90,16:08.76,16:29.09,16:48.78
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Oscar CHELIMO,UGA,21.0,17.43,34.60,52.03,1:09.74,1:27.63,1:43.77,2:00.99,2:19.14,2:36.88,2:52.66,3:08.18,3:23.41,3:38.72,3:54.25,4:10.42,4:26.46,4:42.97,4:58.95,5:15.67,5:32.77,5:50.46,6:07.37,6:24.53,6:39.94,6:56.41,7:12.02,7:28.08,7:44.30,8:02.05,8:19.01,8:35.81,8:51.90,9:08.20,9:23.32,9:39.54,9:55.71,10:12.00,10:27.13,10:42.35,10:57.24,11:12.91,11:28.03,11:43.71,11:58.36,12:13.75,12:28.54,12:43.22,12:57.16,13:11.47,13:24.24
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Grant FISHER,USA,25.0,16.10,32.86,50.31,1:08.14,1:25.09,1:41.37,1:58.52,2:17.45,2:35.19,2:50.54,3:06.77,3:22.36,3:37.95,3:53.49,4:09.62,4:25.83,4:42.09,4:58.38,5:15.21,5:32.29,5:49.65,6:06.16,6:23.05,6:39.68,6:56.62,7:12.59,7:28.70,7:44.55,8:01.71,8:18.27,8:34.49,8:50.40,9:06.29,9:22.33,9:38.26,9:54.14,10:09.60,10:25.21,10:40.84,10:56.30,11:11.67,11:26.73,11:42.14,11:57.13,12:12.77,12:27.90,12:42.82,12:56.96,13:11.22,13:24.44
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Selemon BAREGA,ETH,22.0,17.89,34.83,52.13,1:09.92,1:27.77,1:43.92,2:00.82,2:19.15,2:35.86,2:50.95,3:07.00,3:22.27,3:37.58,3:53.16,4:09.34,4:25.56,4:41.81,4:58.01,5:14.89,5:32.17,5:49.36,6:06.39,6:23.26,6:39.94,6:56.81,7:12.98,7:29.23,7:45.04,8:02.56,8:18.93,8:35.45,8:51.52,9:07.66,9:23.09,9:39.07,9:54.99,10:10.95,10:25.93,10:41.50,10:56.61,11:12.10,11:27.05,11:42.61,11:57.15,12:12.76,12:27.83,12:42.73,12:56.93,13:11.12,13:24.44
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Abdihamid NUR,USA,24.0,17.43,33.95,51.16,1:08.98,1:26.30,1:42.75,1:59.91,2:18.41,2:36.70,2:52.48,3:08.47,3:24.24,3:40.02,3:55.60,4:11.85,4:27.68,4:43.72,4:59.60,5:16.28,5:33.17,5:51.05,6:06.73,6:23.67,6:40.36,6:57.23,7:13.48,7:29.73,7:45.43,8:02.71,8:19.35,8:36.05,8:51.82,9:08.06,9:23.58,9:39.43,9:55.60,10:11.29,10:25.76,10:41.61,10:56.97,11:12.61,11:27.17,11:42.71,11:57.93,12:13.26,12:28.11,12:43.18,12:57.19,13:11.52,13:24.48
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Nicholas KIPKORIR,KEN,24.0,17.09,34.11,51.55,1:09.37,1:26.92,1:43.18,2:00.36,2:18.65,2:35.98,2:51.33,3:07.75,3:23.72,3:38.61,3:53.73,4:09.80,4:26.01,4:42.37,4:58.58,5:15.37,5:32.34,5:49.15,6:06.10,6:22.95,6:39.60,6:56.55,7:12.74,7:28.95,7:44.63,8:01.98,8:18.53,8:34.72,8:50.84,9:06.54,9:22.68,9:38.68,9:54.64,10:10.33,10:25.81,10:41.25,10:56.48,11:12.01,11:26.93,11:42.40,11:57.58,12:12.98,12:28.05,12:43.13,12:57.12,13:11.38,13:24.56
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Telahun Haile BEKELE,ETH,23.0,16.37,32.99,50.15,1:08.06,1:25.28,1:41.71,1:58.74,2:17.91,2:36.18,2:52.11,3:08.29,3:23.86,3:39.40,3:54.19,4:10.42,4:26.51,4:42.85,4:58.97,5:15.62,5:31.95,5:49.01,6:05.94,6:22.88,6:39.51,6:56.41,7:12.48,7:28.66,7:44.57,8:01.84,8:18.37,8:34.56,8:50.52,9:06.45,9:22.50,9:38.26,9:54.22,10:09.72,10:25.37,10:40.91,10:56.38,11:11.77,11:26.82,11:42.31,11:57.21,12:12.77,12:27.87,12:42.76,12:56.96,13:11.18,13:24.77
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Ky ROBINSON,AUS,20.0,16.56,33.74,51.35,1:09.07,1:26.51,1:42.95,2:00.10,2:18.47,2:36.51,2:52.08,3:08.54,3:24.54,3:40.53,3:56.03,4:12.15,4:27.81,4:43.90,4:59.83,5:16.55,5:33.31,5:50.60,6:07.05,6:23.79,6:40.47,6:57.29,7:13.39,7:29.60,7:45.42,8:02.26,8:18.88,8:35.30,8:51.23,9:06.97,9:22.74,9:38.65,9:54.35,10:09.87,10:25.52,10:41.12,10:56.61,11:12.20,11:27.34,11:42.86,11:58.01,12:13.36,12:28.22,12:42.80,12:57.28,13:11.81,13:27.03
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Andrew BUTCHART,GBR,31.0,16.62,33.34,50.43,1:08.32,1:25.77,1:42.28,1:59.23,2:17.97,2:35.94,2:51.88,3:08.23,3:24.51,3:40.23,3:55.71,4:11.89,4:27.44,4:43.42,4:58.91,5:15.57,5:32.60,5:49.79,6:06.62,6:23.50,6:40.16,6:57.07,7:13.20,7:29.50,7:45.22,8:02.80,8:19.16,8:36.10,8:51.75,9:07.87,9:23.46,9:39.79,9:54.95,10:11.04,10:26.17,10:42.15,10:57.54,11:13.08,11:28.61,11:44.16,11:59.49,12:14.97,12:30.61,12:45.76,13:00.99,13:16.01,13:31.26
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Sam ATKIN,GBR,29.0,16.47,33.41,50.78,1:08.65,1:26.18,1:42.57,1:59.51,2:18.25,2:36.43,2:52.07,3:08.12,3:23.88,3:39.52,3:54.37,4:10.59,4:26.68,4:43.20,4:59.20,5:15.94,5:32.85,5:50.64,6:07.63,6:24.33,6:40.36,6:57.60,7:13.99,7:30.22,7:45.99,8:02.94,8:19.43,8:36.30,8:52.14,9:08.46,9:23.70,9:40.03,9:55.85,10:11.33,10:26.46,10:42.34,10:57.85,11:13.54,11:29.10,11:44.70,12:00.46,12:16.32,12:32.32,12:48.03,13:04.18,13:19.34,13:34.36
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Adel MECHAAL,ESP,32.0,16.10,32.72,50.16,1:07.99,1:24.95,1:41.25,1:58.44,2:17.40,2:35.04,2:50.37,3:06.71,3:22.32,3:37.76,3:53.24,4:09.35,4:25.62,4:41.93,4:58.13,5:14.92,5:32.40,5:49.93,6:06.81,6:23.81,6:40.32,6:57.31,7:13.56,7:29.80,7:44.66,8:02.22,8:18.75,8:35.17,8:51.24,9:07.22,9:22.63,9:38.50,9:54.37,10:09.93,10:25.46,10:41.04,10:56.44,11:11.94,11:26.84,11:42.48,11:57.77,12:13.34,12:29.32,12:45.77,13:02.80,13:19.81,13:36.48
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,George BEAMISH,NZL,26.0,16.79,33.50,51.01,1:08.74,1:26.05,1:42.54,1:59.52,2:17.75,2:35.77,2:51.70,3:08.00,3:23.97,3:39.85,3:55.26,4:11.51,4:27.52,4:44.00,4:59.94,5:16.67,5:33.38,5:50.47,6:07.52,6:24.46,6:40.95,6:57.75,7:14.15,7:30.39,7:46.12,8:02.98,8:19.65,8:36.41,8:52.36,9:08.71,9:24.22,9:40.42,9:56.03,10:12.63,10:28.12,10:44.28,11:00.71,11:17.17,11:33.37,11:49.45,12:05.48,12:21.86,12:37.26,12:52.36,13:09.16,13:23.09,13:36.86
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Narve Gilje NORDÅS,NOR,24.0,17.02,34.06,51.26,1:09.11,1:26.66,1:42.66,1:59.69,2:18.16,2:36.45,2:52.50,3:08.87,3:24.74,3:40.82,3:56.12,4:12.26,4:28.35,4:44.72,5:00.14,5:16.79,5:33.39,5:50.77,6:07.75,6:24.67,6:41.22,6:57.99,7:14.41,7:30.69,7:46.44,8:03.05,8:19.27,8:36.02,8:52.01,9:08.29,9:23.48,9:39.87,9:55.61,10:11.51,10:27.04,10:42.74,10:58.45,11:14.52,11:31.04,11:47.46,12:03.63,12:19.91,12:36.02,12:51.83,13:09.02,13:23.19,13:37.14
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Charles PHILIBERT-THIBOUTOT,CAN,32.0,16.19,33.28,50.63,1:08.52,1:25.90,1:42.45,1:59.39,2:18.00,2:36.08,2:51.80,3:07.87,3:24.15,3:39.74,3:55.00,4:10.77,4:26.85,4:43.35,4:59.31,5:15.87,5:32.76,5:50.17,6:06.91,6:23.98,6:40.68,6:57.58,7:13.89,7:29.89,7:45.79,8:02.72,8:18.85,8:35.39,8:50.96,9:06.78,9:22.83,9:38.80,9:54.58,10:10.09,10:25.65,10:41.35,10:56.76,11:12.36,11:27.61,11:43.29,11:58.44,12:14.00,12:29.87,12:46.30,13:03.23,13:20.68,13:38.80
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Maximilian THORWIRTH,GER,28.0,16.35,33.12,50.51,1:08.35,1:25.45,1:41.82,1:58.94,2:17.66,2:35.60,2:51.01,3:07.28,3:23.43,3:39.39,3:54.91,4:10.84,4:26.95,4:43.49,4:59.41,5:16.12,5:32.94,5:50.40,6:06.96,6:24.03,6:40.53,6:57.46,7:13.84,7:29.97,7:45.75,8:02.85,8:19.12,8:35.96,8:51.92,9:08.34,9:24.24,9:40.28,9:56.40,10:12.94,10:28.91,10:44.91,11:00.79,11:17.36,11:33.98,11:50.37,12:06.78,12:23.32,12:39.74,12:55.95,13:08.91,13:27.58,13:43.02
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Mohamed MOHUMED,GER,23.0,16.08,33.07,50.73,1:08.20,1:25.54,1:42.18,1:59.09,2:17.47,2:35.61,2:51.13,3:07.62,3:23.51,3:39.28,3:55.05,4:11.34,4:27.41,4:43.79,4:59.75,5:16.43,5:33.13,5:50.79,6:06.76,6:23.40,6:40.05,6:56.99,7:13.21,7:29.37,7:45.12,8:02.42,8:18.70,8:35.60,8:51.63,9:08.04,9:22.89,9:39.22,9:55.41,10:11.59,10:27.23,10:42.94,10:58.60,11:14.20,11:30.83,11:46.27,12:02.96,12:21.08,12:38.48,12:56.57,13:14.51,13:32.92,13:52.00
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Jamal Abdelmaji EISA MOHAMMED,ART,29.0,17.19,34.16,51.50,1:09.20,1:26.76,1:43.25,2:00.21,2:18.78,2:35.10,2:50.73,3:07.08,3:23.17,3:39.15,3:55.49,4:11.83,4:27.93,4:44.32,5:00.49,5:17.10,5:33.68,5:51.26,6:07.87,6:25.21,6:41.85,6:58.39,7:14.78,7:31.13,7:46.91,8:03.40,8:19.95,8:36.83,8:52.94,9:09.31,9:25.44,9:42.28,9:59.32,10:16.33,10:35.44,10:50.55,11:08.04,11:25.50,11:43.08,12:00.75,12:18.64,12:36.55,12:53.99,13:11.04,13:28.81,13:45.53,14:02.79
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,1.0,Nursultan KENESHBEKOV,KGZ,22.0,16.23,33.38,50.87,1:08.81,1:26.37,1:42.80,1:59.71,2:18.39,2:36.18,2:52.06,3:08.45,3:24.48,3:40.37,3:55.97,4:12.01,4:28.26,4:44.51,5:00.69,5:17.19,5:33.70,5:51.11,6:07.91,6:24.91,6:41.51,6:58.24,7:14.70,7:31.06,7:46.96,8:03.59,8:20.24,8:37.10,8:53.82,9:10.91,9:28.05,9:45.46,10:02.96,10:20.93,10:38.83,10:56.99,11:14.88,11:33.08,11:51.02,12:09.32,12:27.52,12:45.57,13:03.36,13:21.55,13:39.78,13:57.61,14:15.59
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Jacob KROP,KEN,21.0,15.57,32.40,48.93,1:05.23,1:22.12,1:38.28,1:54.42,2:10.78,2:27.85,2:43.95,2:59.73,3:15.99,3:31.99,3:47.96,4:04.72,4:21.90,4:39.24,4:55.24,5:11.66,5:29.31,5:45.25,6:00.57,6:16.53,6:32.78,6:48.89,7:04.79,7:20.72,7:36.47,7:51.95,8:07.35,8:22.83,8:38.29,8:53.79,9:09.18,9:24.66,9:39.98,9:55.32,10:10.53,10:26.26,10:41.72,10:56.90,11:11.99,11:27.79,11:43.36,11:58.76,12:14.08,12:29.37,12:43.83,12:58.68,13:13.30
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Jakob INGEBRIGTSEN,NOR,22.0,17.26,34.32,51.50,1:07.41,1:23.79,1:40.20,1:56.61,2:12.91,2:29.61,2:45.99,3:01.98,3:17.90,3:34.00,3:49.59,4:06.01,4:22.95,4:40.44,4:56.70,5:12.84,5:30.17,5:47.54,6:03.32,6:19.40,6:35.26,6:51.29,7:06.62,7:22.35,7:38.06,7:53.92,8:09.22,8:24.80,8:40.31,8:55.71,9:10.79,9:26.15,9:41.24,9:56.60,10:11.98,10:27.63,10:43.16,10:58.17,11:12.89,11:28.38,11:44.02,11:59.17,12:14.45,12:29.69,12:44.49,12:59.67,13:13.92
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Luis GRIJALVA,GUA,23.0,15.60,32.53,49.12,1:05.22,1:22.18,1:38.57,1:55.06,2:11.31,2:28.13,2:44.29,3:00.18,3:16.30,3:32.48,3:48.41,4:05.08,4:22.30,4:39.68,4:55.85,5:12.03,5:28.95,5:44.24,5:59.52,6:15.20,6:30.74,6:46.18,7:01.68,7:17.71,7:33.50,7:49.42,8:05.08,8:20.99,8:37.15,8:52.78,9:08.15,9:23.79,9:39.34,9:54.82,10:10.39,10:26.48,10:42.14,10:57.45,11:12.66,11:28.39,11:44.31,11:59.73,12:14.95,12:30.47,12:45.36,13:00.07,13:14.04
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Yomif KEJELCHA,ETH,25.0,16.84,33.95,51.01,1:06.82,1:23.27,1:39.58,1:55.94,2:11.83,2:28.82,2:44.73,3:00.77,3:16.66,3:32.95,3:48.74,4:05.27,4:22.32,4:39.83,4:56.06,5:12.54,5:29.81,5:45.95,6:01.43,6:17.32,6:33.36,6:49.63,7:05.40,7:21.38,7:37.19,7:52.86,8:08.30,8:23.75,8:38.88,8:54.49,9:09.65,9:25.03,9:40.47,9:55.87,10:11.02,10:26.61,10:42.08,10:57.38,11:12.34,11:28.02,11:43.79,11:59.05,12:14.29,12:29.53,12:44.40,12:59.69,13:14.87
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Mohammed AHMED,CAN,32.0,15.77,32.21,48.66,1:04.93,1:21.85,1:38.08,1:54.27,2:10.58,2:27.76,2:43.76,2:59.67,3:15.88,3:31.85,3:48.04,4:04.72,4:21.78,4:39.22,4:55.65,5:11.83,5:29.44,5:45.48,6:00.93,6:16.76,6:33.00,6:49.08,7:04.96,7:20.78,7:36.71,7:52.13,8:07.67,8:22.91,8:38.53,8:54.07,9:09.39,9:24.91,9:40.13,9:55.57,10:10.85,10:26.32,10:41.83,10:57.23,11:12.46,11:28.12,11:44.15,11:59.59,12:14.87,12:30.16,12:45.74,13:00.76,13:15.17
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Daniel Simiu EBENYO,KEN,27.0,16.13,32.87,49.60,1:05.40,1:22.25,1:38.43,1:54.57,2:10.88,2:28.03,2:44.05,2:59.82,3:16.16,3:32.17,3:48.16,4:04.89,4:22.24,4:39.58,4:55.43,5:11.71,5:29.38,5:45.34,6:00.71,6:16.62,6:32.80,6:49.03,7:04.61,7:20.39,7:36.10,7:51.37,8:06.48,8:21.26,8:37.17,8:52.70,9:08.08,9:23.71,9:39.12,9:54.44,10:09.82,10:25.47,10:41.06,10:56.41,11:11.86,11:27.82,11:43.87,11:59.51,12:14.69,12:30.11,12:45.44,13:00.74,13:15.17
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Muktar EDRIS,ETH,29.0,16.82,34.11,51.23,1:06.80,1:23.42,1:38.98,1:55.42,2:11.30,2:28.19,2:44.29,3:00.30,3:16.42,3:32.64,3:48.54,4:05.12,4:22.53,4:39.91,4:56.08,5:12.31,5:29.65,5:45.60,6:01.09,6:16.90,6:33.11,6:49.23,7:05.19,7:21.13,7:36.83,7:52.28,8:07.77,8:23.22,8:38.80,8:54.37,9:09.74,9:25.48,9:40.82,9:56.41,10:11.86,10:27.53,10:43.43,10:59.29,11:15.11,11:31.20,11:47.35,12:03.43,12:19.60,12:35.44,12:51.05,13:06.40,13:21.19
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Marc SCOTT,GBR,29.0,15.81,32.60,49.17,1:05.43,1:22.35,1:38.44,1:54.70,2:11.18,2:27.90,2:44.01,2:59.83,3:16.07,3:32.21,3:48.24,4:04.85,4:21.94,4:39.27,4:55.74,5:12.02,5:29.64,5:45.76,6:01.29,6:17.13,6:33.24,6:49.33,7:05.31,7:21.23,7:37.00,7:52.61,8:08.17,8:23.57,8:38.92,8:54.77,9:10.59,9:26.51,9:42.25,9:57.40,10:13.02,10:29.15,10:45.11,11:01.01,11:17.44,11:34.07,11:50.56,12:06.92,12:22.95,12:38.54,12:53.33,13:07.94,13:22.54
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Sam PARSONS,GER,28.0,16.28,33.54,50.64,1:06.28,1:22.60,1:38.80,1:55.22,2:11.63,2:28.42,2:44.50,3:00.42,3:16.50,3:32.78,3:48.67,4:05.26,4:22.54,4:39.85,4:56.23,5:12.66,5:29.95,5:46.16,6:01.91,6:17.71,6:33.72,6:50.01,7:05.77,7:21.86,7:37.64,7:53.44,8:08.97,8:24.65,8:40.12,8:55.46,9:10.90,9:26.23,9:41.91,9:57.69,10:13.42,10:29.28,10:45.14,11:01.06,11:17.50,11:34.09,11:50.48,12:06.68,12:22.58,12:38.39,12:53.67,13:08.94,13:24.50
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Merhawi MEBRAHTU,ERI,19.0,16.25,33.38,50.60,1:06.64,1:23.09,1:39.38,1:56.06,2:12.20,2:28.70,2:45.06,3:01.25,3:17.07,3:33.33,3:49.12,4:05.70,4:23.03,4:40.63,4:56.91,5:13.39,5:30.56,5:46.59,6:02.03,6:18.05,6:33.88,6:50.20,7:05.98,7:22.11,7:37.90,7:53.58,8:08.45,8:23.95,8:39.10,8:54.73,9:09.89,9:25.69,9:40.59,9:56.23,10:12.25,10:28.75,10:45.35,11:01.67,11:18.20,11:34.78,11:51.30,12:07.14,12:22.41,12:38.45,12:54.63,13:10.14,13:24.89
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,William KINCAID,USA,30.0,16.03,32.36,48.68,1:05.07,1:21.95,1:38.29,1:54.34,2:11.00,2:27.58,2:43.65,2:59.52,3:15.77,3:31.77,3:47.83,4:04.76,4:22.14,4:39.49,4:55.90,5:12.30,5:29.97,5:48.66,6:04.58,6:20.36,6:36.22,6:52.11,7:07.88,7:23.88,7:40.18,7:56.06,8:11.95,8:28.23,8:44.17,9:00.09,9:16.07,9:32.28,9:48.49,10:04.90,10:21.43,10:37.73,10:54.59,11:11.06,11:27.10,11:43.02,11:59.20,12:14.87,12:30.42,12:45.22,12:59.11,13:12.09,13:25.02
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Hamish CARSON,NZL,34.0,16.40,33.19,50.34,1:06.41,1:22.78,1:39.12,1:55.59,2:11.73,2:28.56,2:44.88,3:00.79,3:16.81,3:33.08,3:48.86,4:05.55,4:22.71,4:40.17,4:55.76,5:12.15,5:29.78,5:46.01,6:01.60,6:17.44,6:33.55,6:49.80,7:05.58,7:21.46,7:37.40,7:53.29,8:09.28,8:25.32,8:41.20,8:56.92,9:13.45,9:30.58,9:47.97,10:05.27,10:22.72,10:40.87,10:58.64,11:16.05,11:33.39,11:50.89,12:07.58,12:23.42,12:38.72,12:53.75,13:08.34,13:22.92,13:37.62
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Hyuga ENDO,JPN,24.0,15.91,32.84,49.32,1:05.53,1:22.50,1:38.69,1:54.77,2:11.36,2:27.98,2:44.18,3:00.02,3:16.27,3:32.33,3:48.40,4:05.01,4:22.19,4:39.58,4:56.09,5:12.41,5:30.09,5:46.92,6:02.76,6:19.06,6:35.37,6:51.44,7:06.91,7:23.00,7:38.92,7:55.00,8:10.95,8:27.26,8:43.58,8:59.77,9:16.18,9:33.04,9:49.49,10:06.42,10:23.74,10:41.33,10:58.62,11:15.77,11:33.20,11:50.94,12:08.71,12:26.36,12:44.15,13:00.66,13:16.98,13:32.52,13:47.07
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Peter MARU,UGA,19.0,15.65,32.68,49.47,1:05.50,1:22.43,1:38.58,1:54.91,2:11.08,2:28.33,2:44.22,3:00.01,3:16.28,3:32.43,3:48.32,4:04.83,4:21.97,4:39.37,4:55.31,5:11.66,5:29.27,5:45.24,6:00.63,6:16.51,6:32.78,6:48.89,7:05.05,7:20.96,7:37.10,7:53.12,8:08.66,8:24.45,8:40.17,8:56.44,9:12.52,9:29.40,9:46.35,10:03.20,10:20.36,10:37.39,10:54.54,11:11.50,11:28.70,11:46.46,12:04.13,12:21.67,12:38.77,12:56.08,13:13.32,13:30.67,13:47.65
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,5000-metres,heats,2.0,Precious Lesiba MASHELE,RSA,32.0,15.90,32.79,49.82,1:05.95,1:22.76,1:39.02,1:55.49,2:11.98,2:28.87,2:45.27,3:01.58,3:17.43,3:33.79,3:49.79,4:06.30,4:23.42,4:41.12,4:57.23,5:13.70,5:30.49,5:47.87,6:03.95,6:19.79,6:35.85,6:52.01,7:07.96,7:24.29,7:40.25,7:56.46,8:12.75,8:29.15,8:45.89,9:02.74,9:19.68,9:36.40,9:53.41,10:10.57,10:27.79,10:44.89,11:02.45,11:19.72,11:36.97,11:54.23,12:11.48,12:28.53,12:45.53,13:02.39,13:19.34,13:35.48,13:52.37
